Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles,year,month,numeric_date,county_encoded,months_since_start,ev_total_lag1,ev_total_lag2,ev_total_lag3,ev_total_roll_mean_3,ev_total_pct_change_1,ev_total_pct_change_3,cumulative_ev,ev_growth_slope
2023-10-31,Fairfax,VA,Passenger,6.0,3.0,9.0,534.0,543.0,1.66,2023,10,24286,84,93,9.0,9.0,10.0,9.333333333333334,0.0,-0.09999999999999998,609.0,8.085714285714259
2023-11-30,Fairfax,VA,Passenger,6.0,4.0,10.0,531.0,541.0,1.85,2023,11,24287,84,94,9.0,9.0,9.0,9.0,0.11111111111111116,0.11111111111111116,619.0,9.285714285714219
2023-12-31,Fairfax,VA,Passenger,7.0,5.0,12.0,519.0,531.0,2.26,2023,12,24288,84,95,10.0,9.0,9.0,9.333333333333334,0.19999999999999996,0.33333333333333326,631.0,9.657142857142803
2024-01-31,Fairfax,VA,Passenger,7.0,6.0,13.0,511.0,524.0,2.48,2024,1,24289,84,96,12.0,10.0,9.0,10.333333333333334,0.08333333333333326,0.4444444444444444,644.0,10.514285714285675
2024-02-29,Fairfax,VA,Passenger,7.0,6.0,13.0,497.0,510.0,2.55,2024,2,24290,84,97,13.0,12.0,10.0,11.666666666666666,0.0,0.30000000000000004,657.0,11.48571428571418
2017-10-31,Flathead,MT,Passenger,1.0,0.0,1.0,57.0,58.0,1.72,2017,10,24214,86,5,1.0,1.0,1.0,1.0,0.0,0.0,6.0,1.0000000000000002
2017-11-30,Flathead,MT,Passenger,1.0,0.0,1.0,58.0,59.0,1.69,2017,11,24215,86,6,1.0,1.0,1.0,1.0,0.0,0.0,7.0,1.0
2017-12-31,Flathead,MT,Passenger,1.0,0.0,1.0,58.0,59.0,1.69,2017,12,24216,86,7,1.0,1.0,1.0,1.0,0.0,0.0,8.0,1.0
2018-01-31,Flathead,MT,Passenger,1.0,0.0,1.0,56.0,57.0,1.75,2018,1,24217,86,8,1.0,1.0,1.0,1.0,0.0,0.0,9.0,1.0000000000000002
2018-02-28,Flathead,MT,Passenger,1.0,0.0,1.0,57.0,58.0,1.72,2018,2,24218,86,9,1.0,1.0,1.0,1.0,0.0,0.0,10.0,0.9999999999999997
2018-03-31,Flathead,MT,Passenger,1.0,0.0,1.0,55.0,56.0,1.79,2018,3,24219,86,10,1.0,1.0,1.0,1.0,0.0,0.0,11.0,0.9999999999999999
2018-04-30,Flathead,MT,Passenger,1.0,0.0,1.0,55.0,56.0,1.79,2018,4,24220,86,11,1.0,1.0,1.0,1.0,0.0,0.0,12.0,0.9999999999999997
2018-05-31,Flathead,MT,Passenger,1.0,0.0,1.0,54.0,55.0,1.82,2018,5,24221,86,12,1.0,1.0,1.0,1.0,0.0,0.0,13.0,0.9999999999999999
2018-06-30,Flathead,MT,Passenger,1.0,0.0,1.0,54.0,55.0,1.82,2018,6,24222,86,13,1.0,1.0,1.0,1.0,0.0,0.0,14.0,0.9999999999999991
2018-07-31,Flathead,MT,Passenger,1.0,0.0,1.0,53.0,54.0,1.85,2018,7,24223,86,14,1.0,1.0,1.0,1.0,0.0,0.0,15.0,0.9999999999999996
2018-08-31,Flathead,MT,Passenger,1.0,0.0,1.0,57.0,58.0,1.72,2018,8,24224,86,15,1.0,1.0,1.0,1.0,0.0,0.0,16.0,0.999999999999999
2018-09-30,Flathead,MT,Passenger,1.0,0.0,1.0,55.0,56.0,1.79,2018,9,24225,86,16,1.0,1.0,1.0,1.0,0.0,0.0,17.0,0.9999999999999981
2018-10-31,Flathead,MT,Passenger,1.0,0.0,1.0,57.0,58.0,1.72,2018,10,24226,86,17,1.0,1.0,1.0,1.0,0.0,0.0,18.0,0.9999999999999997
2018-11-30,Flathead,MT,Passenger,1.0,0.0,1.0,59.0,60.0,1.67,2018,11,24227,86,18,1.0,1.0,1.0,1.0,0.0,0.0,19.0,0.9999999999999982
2018-12-31,Flathead,MT,Passenger,1.0,0.0,1.0,59.0,60.0,1.67,2018,12,24228,86,19,1.0,1.0,1.0,1.0,0.0,0.0,20.0,0.9999999999999979
2019-01-31,Flathead,MT,Passenger,1.0,0.0,1.0,62.0,63.0,1.59,2019,1,24229,86,20,1.0,1.0,1.0,1.0,0.0,0.0,21.0,0.999999999999999
2019-02-28,Flathead,MT,Passenger,1.0,0.0,1.0,62.0,63.0,1.59,2019,2,24230,86,21,1.0,1.0,1.0,1.0,0.0,0.0,22.0,0.9999999999999979
2019-03-31,Flathead,MT,Passenger,1.0,0.0,1.0,64.0,65.0,1.54,2019,3,24231,86,22,1.0,1.0,1.0,1.0,0.0,0.0,23.0,0.9999999999999974
2019-04-30,Flathead,MT,Passenger,1.0,0.0,1.0,64.0,65.0,1.54,2019,4,24232,86,23,1.0,1.0,1.0,1.0,0.0,0.0,24.0,0.9999999999999976
2019-05-31,Flathead,MT,Passenger,1.0,0.0,1.0,65.0,66.0,1.52,2019,5,24233,86,24,1.0,1.0,1.0,1.0,0.0,0.0,25.0,0.9999999999999976
2019-06-30,Flathead,MT,Passenger,1.0,0.0,1.0,66.0,67.0,1.49,2019,6,24234,86,25,1.0,1.0,1.0,1.0,0.0,0.0,26.0,0.999999999999999
2019-07-31,Flathead,MT,Passenger,1.0,0.0,1.0,67.0,68.0,1.47,2019,7,24235,86,26,1.0,1.0,1.0,1.0,0.0,0.0,27.0,0.9999999999999991
2019-08-31,Flathead,MT,Passenger,1.0,0.0,1.0,71.0,72.0,1.39,2019,8,24236,86,27,1.0,1.0,1.0,1.0,0.0,0.0,28.0,0.9999999999999972
2019-09-30,Flathead,MT,Passenger,1.0,0.0,1.0,70.0,71.0,1.41,2019,9,24237,86,28,1.0,1.0,1.0,1.0,0.0,0.0,29.0,0.9999999999999982
2019-10-31,Flathead,MT,Passenger,1.0,0.0,1.0,70.0,71.0,1.41,2019,10,24238,86,29,1.0,1.0,1.0,1.0,0.0,0.0,30.0,0.9999999999999969
2019-11-30,Flathead,MT,Passenger,1.0,0.0,1.0,71.0,72.0,1.39,2019,11,24239,86,30,1.0,1.0,1.0,1.0,0.0,0.0,31.0,0.9999999999999976
2019-12-31,Flathead,MT,Passenger,1.0,0.0,1.0,70.0,71.0,1.41,2019,12,24240,86,31,1.0,1.0,1.0,1.0,0.0,0.0,32.0,0.999999999999996
2020-01-31,Flathead,MT,Passenger,1.0,0.0,1.0,68.0,69.0,1.45,2020,1,24241,86,32,1.0,1.0,1.0,1.0,0.0,0.0,33.0,0.9999999999999968
2020-02-29,Flathead,MT,Passenger,1.0,0.0,1.0,69.0,70.0,1.43,2020,2,24242,86,33,1.0,1.0,1.0,1.0,0.0,0.0,34.0,0.999999999999996
2020-03-31,Flathead,MT,Passenger,1.0,0.0,1.0,70.0,71.0,1.41,2020,3,24243,86,34,1.0,1.0,1.0,1.0,0.0,0.0,35.0,0.999999999999995
2020-04-30,Flathead,MT,Passenger,1.0,0.0,1.0,69.0,70.0,1.43,2020,4,24244,86,35,1.0,1.0,1.0,1.0,0.0,0.0,36.0,0.9999999999999978
2020-05-31,Flathead,MT,Passenger,1.0,0.0,1.0,68.0,69.0,1.45,2020,5,24245,86,36,1.0,1.0,1.0,1.0,0.0,0.0,37.0,0.9999999999999968
2020-06-30,Flathead,MT,Passenger,1.0,0.0,1.0,65.0,66.0,1.52,2020,6,24246,86,37,1.0,1.0,1.0,1.0,0.0,0.0,38.0,0.9999999999999991
2020-07-31,Flathead,MT,Passenger,1.0,0.0,1.0,61.0,62.0,1.61,2020,7,24247,86,38,1.0,1.0,1.0,1.0,0.0,0.0,39.0,0.999999999999994
2020-08-31,Flathead,MT,Passenger,1.0,0.0,1.0,61.0,62.0,1.61,2020,8,24248,86,39,1.0,1.0,1.0,1.0,0.0,0.0,40.0,0.9999999999999973
2020-09-30,Flathead,MT,Passenger,1.0,0.0,1.0,62.0,63.0,1.59,2020,9,24249,86,40,1.0,1.0,1.0,1.0,0.0,0.0,41.0,0.9999999999999988
2020-10-31,Flathead,MT,Passenger,1.0,0.0,1.0,60.0,61.0,1.64,2020,10,24250,86,41,1.0,1.0,1.0,1.0,0.0,0.0,42.0,0.9999999999999968
2020-11-30,Flathead,MT,Passenger,1.0,0.0,1.0,59.0,60.0,1.67,2020,11,24251,86,42,1.0,1.0,1.0,1.0,0.0,0.0,43.0,0.9999999999999948
2020-12-31,Flathead,MT,Passenger,1.0,0.0,1.0,56.0,57.0,1.75,2020,12,24252,86,43,1.0,1.0,1.0,1.0,0.0,0.0,44.0,0.9999999999999966
2021-01-31,Flathead,MT,Passenger,1.0,0.0,1.0,54.0,55.0,1.82,2021,1,24253,86,44,1.0,1.0,1.0,1.0,0.0,0.0,45.0,0.999999999999997
2021-02-28,Flathead,MT,Passenger,1.0,0.0,1.0,52.0,53.0,1.89,2021,2,24254,86,45,1.0,1.0,1.0,1.0,0.0,0.0,46.0,0.999999999999997
2021-03-31,Flathead,MT,Passenger,1.0,0.0,1.0,52.0,53.0,1.89,2021,3,24255,86,46,1.0,1.0,1.0,1.0,0.0,0.0,47.0,0.9999999999999963
2021-04-30,Flathead,MT,Passenger,1.0,0.0,1.0,50.0,51.0,1.96,2021,4,24256,86,47,1.0,1.0,1.0,1.0,0.0,0.0,48.0,0.999999999999997
2021-05-31,Flathead,MT,Passenger,1.0,0.0,1.0,51.0,52.0,1.92,2021,5,24257,86,48,1.0,1.0,1.0,1.0,0.0,0.0,49.0,0.9999999999999958
2021-06-30,Flathead,MT,Passenger,1.0,0.0,1.0,50.0,51.0,1.96,2021,6,24258,86,49,1.0,1.0,1.0,1.0,0.0,0.0,50.0,0.9999999999999943
2021-07-31,Flathead,MT,Passenger,1.0,0.0,1.0,49.0,50.0,2.0,2021,7,24259,86,50,1.0,1.0,1.0,1.0,0.0,0.0,51.0,0.9999999999999929
2021-08-31,Flathead,MT,Passenger,1.0,0.0,1.0,50.0,51.0,1.96,2021,8,24260,86,51,1.0,1.0,1.0,1.0,0.0,0.0,52.0,0.9999999999999919
2021-09-30,Flathead,MT,Passenger,1.0,0.0,1.0,52.0,53.0,1.89,2021,9,24261,86,52,1.0,1.0,1.0,1.0,0.0,0.0,53.0,0.9999999999999932
2021-10-31,Flathead,MT,Passenger,1.0,0.0,1.0,52.0,53.0,1.89,2021,10,24262,86,53,1.0,1.0,1.0,1.0,0.0,0.0,54.0,0.9999999999999941
2021-11-30,Flathead,MT,Passenger,1.0,0.0,1.0,50.0,51.0,1.96,2021,11,24263,86,54,1.0,1.0,1.0,1.0,0.0,0.0,55.0,0.9999999999999941
2021-12-31,Flathead,MT,Passenger,1.0,0.0,1.0,48.0,49.0,2.04,2021,12,24264,86,55,1.0,1.0,1.0,1.0,0.0,0.0,56.0,0.9999999999999956
2022-01-31,Flathead,MT,Passenger,1.0,0.0,1.0,47.0,48.0,2.08,2022,1,24265,86,56,1.0,1.0,1.0,1.0,0.0,0.0,57.0,0.999999999999997
2022-02-28,Flathead,MT,Passenger,1.0,0.0,1.0,47.0,48.0,2.08,2022,2,24266,86,57,1.0,1.0,1.0,1.0,0.0,0.0,58.0,0.9999999999999953
2022-03-31,Flathead,MT,Passenger,1.0,0.0,1.0,41.0,42.0,2.38,2022,3,24267,86,58,1.0,1.0,1.0,1.0,0.0,0.0,59.0,0.9999999999999915
2020-05-31,Fort Bend,TX,Passenger,1.0,0.0,1.0,47.0,48.0,2.08,2020,5,24245,87,5,1.0,1.0,1.0,1.0,0.0,0.0,6.0,1.0000000000000002
2020-06-30,Fort Bend,TX,Passenger,1.0,0.0,1.0,47.0,48.0,2.08,2020,6,24246,87,6,1.0,1.0,1.0,1.0,0.0,0.0,7.0,1.0
2020-07-31,Fort Bend,TX,Passenger,1.0,0.0,1.0,46.0,47.0,2.13,2020,7,24247,87,7,1.0,1.0,1.0,1.0,0.0,0.0,8.0,1.0
2020-08-31,Fort Bend,TX,Passenger,1.0,0.0,1.0,46.0,47.0,2.13,2020,8,24248,87,8,1.0,1.0,1.0,1.0,0.0,0.0,9.0,1.0000000000000002
2020-09-30,Fort Bend,TX,Passenger,1.0,0.0,1.0,44.0,45.0,2.22,2020,9,24249,87,9,1.0,1.0,1.0,1.0,0.0,0.0,10.0,0.9999999999999997
2020-10-31,Fort Bend,TX,Passenger,1.0,0.0,1.0,43.0,44.0,2.27,2020,10,24250,87,10,1.0,1.0,1.0,1.0,0.0,0.0,11.0,0.9999999999999999
2020-11-30,Fort Bend,TX,Passenger,1.0,0.0,1.0,42.0,43.0,2.33,2020,11,24251,87,11,1.0,1.0,1.0,1.0,0.0,0.0,12.0,0.9999999999999997
2020-12-31,Fort Bend,TX,Passenger,1.0,0.0,1.0,41.0,42.0,2.38,2020,12,24252,87,12,1.0,1.0,1.0,1.0,0.0,0.0,13.0,0.9999999999999999
2021-01-31,Fort Bend,TX,Passenger,1.0,0.0,1.0,41.0,42.0,2.38,2021,1,24253,87,13,1.0,1.0,1.0,1.0,0.0,0.0,14.0,0.9999999999999991
2021-02-28,Fort Bend,TX,Passenger,1.0,0.0,1.0,41.0,42.0,2.38,2021,2,24254,87,14,1.0,1.0,1.0,1.0,0.0,0.0,15.0,0.9999999999999996
2021-03-31,Fort Bend,TX,Passenger,1.0,0.0,1.0,40.0,41.0,2.44,2021,3,24255,87,15,1.0,1.0,1.0,1.0,0.0,0.0,16.0,0.999999999999999
2021-04-30,Fort Bend,TX,Passenger,1.0,0.0,1.0,40.0,41.0,2.44,2021,4,24256,87,16,1.0,1.0,1.0,1.0,0.0,0.0,17.0,0.9999999999999981
2021-05-31,Fort Bend,TX,Passenger,1.0,0.0,1.0,37.0,38.0,2.63,2021,5,24257,87,17,1.0,1.0,1.0,1.0,0.0,0.0,18.0,0.9999999999999997
2021-06-30,Fort Bend,TX,Passenger,1.0,0.0,1.0,37.0,38.0,2.63,2021,6,24258,87,18,1.0,1.0,1.0,1.0,0.0,0.0,19.0,0.9999999999999982
2021-07-31,Fort Bend,TX,Passenger,1.0,0.0,1.0,37.0,38.0,2.63,2021,7,24259,87,19,1.0,1.0,1.0,1.0,0.0,0.0,20.0,0.9999999999999979
2021-08-31,Fort Bend,TX,Passenger,1.0,0.0,1.0,36.0,37.0,2.7,2021,8,24260,87,20,1.0,1.0,1.0,1.0,0.0,0.0,21.0,0.999999999999999
2021-09-30,Fort Bend,TX,Passenger,1.0,0.0,1.0,38.0,39.0,2.56,2021,9,24261,87,21,1.0,1.0,1.0,1.0,0.0,0.0,22.0,0.9999999999999979
2021-10-31,Fort Bend,TX,Passenger,1.0,0.0,1.0,36.0,37.0,2.7,2021,10,24262,87,22,1.0,1.0,1.0,1.0,0.0,0.0,23.0,0.9999999999999974
2021-11-30,Fort Bend,TX,Passenger,1.0,0.0,1.0,36.0,37.0,2.7,2021,11,24263,87,23,1.0,1.0,1.0,1.0,0.0,0.0,24.0,0.9999999999999976
2021-12-31,Fort Bend,TX,Passenger,1.0,0.0,1.0,32.0,33.0,3.03,2021,12,24264,87,24,1.0,1.0,1.0,1.0,0.0,0.0,25.0,0.9999999999999976
2022-01-31,Fort Bend,TX,Passenger,1.0,0.0,1.0,32.0,33.0,3.03,2022,1,24265,87,25,1.0,1.0,1.0,1.0,0.0,0.0,26.0,0.999999999999999
2022-02-28,Fort Bend,TX,Passenger,1.0,0.0,1.0,33.0,34.0,2.94,2022,2,24266,87,26,1.0,1.0,1.0,1.0,0.0,0.0,27.0,0.9999999999999991
2022-03-31,Fort Bend,TX,Passenger,1.0,0.0,1.0,33.0,34.0,2.94,2022,3,24267,87,27,1.0,1.0,1.0,1.0,0.0,0.0,28.0,0.9999999999999972
2022-04-30,Fort Bend,TX,Passenger,1.0,0.0,1.0,32.0,33.0,3.03,2022,4,24268,87,28,1.0,1.0,1.0,1.0,0.0,0.0,29.0,0.9999999999999982
2022-05-31,Fort Bend,TX,Passenger,1.0,0.0,1.0,27.0,28.0,3.57,2022,5,24269,87,29,1.0,1.0,1.0,1.0,0.0,0.0,30.0,0.9999999999999969
2022-06-30,Fort Bend,TX,Passenger,1.0,0.0,1.0,27.0,28.0,3.57,2022,6,24270,87,30,1.0,1.0,1.0,1.0,0.0,0.0,31.0,0.9999999999999976
2022-07-31,Fort Bend,TX,Passenger,1.0,0.0,1.0,24.0,25.0,4.0,2022,7,24271,87,31,1.0,1.0,1.0,1.0,0.0,0.0,32.0,0.999999999999996
2022-08-31,Fort Bend,TX,Passenger,1.0,0.0,1.0,24.0,25.0,4.0,2022,8,24272,87,32,1.0,1.0,1.0,1.0,0.0,0.0,33.0,0.9999999999999968
2022-09-30,Fort Bend,TX,Passenger,1.0,0.0,1.0,24.0,25.0,4.0,2022,9,24273,87,33,1.0,1.0,1.0,1.0,0.0,0.0,34.0,0.999999999999996
2022-10-31,Fort Bend,TX,Passenger,1.0,0.0,1.0,22.0,23.0,4.35,2022,10,24274,87,34,1.0,1.0,1.0,1.0,0.0,0.0,35.0,0.999999999999995
2017-02-28,Franklin,MA,Passenger,0.0,1.0,1.0,4.0,5.0,6.9025,2017,2,24206,88,5,68.0,0.0,69.0,45.666666666666664,-0.9852941176470589,-0.9855072463768116,139.0,31.457142857142863
2017-02-28,Franklin,OH,Passenger,0.0,1.0,1.0,115.0,116.0,0.86,2017,2,24206,88,6,1.0,68.0,0.0,23.0,0.0,0.0,140.0,27.71428571428572
2017-03-31,Franklin,MA,Passenger,0.0,1.0,1.0,4.0,5.0,6.9025,2017,3,24207,88,8,0.0,1.0,1.0,0.6666666666666666,0.0,0.0,141.0,10.34285714285713
2017-03-31,Franklin,OH,Passenger,0.0,1.0,1.0,114.0,115.0,0.87,2017,3,24207,88,10,73.0,1.0,0.0,24.666666666666668,-0.9863013698630136,0.0,215.0,17.22857142857141
2017-04-30,Franklin,MA,Passenger,0.0,1.0,1.0,4.0,5.0,6.9025,2017,4,24208,88,12,0.0,1.0,73.0,24.666666666666668,0.0,-0.9863013698630136,216.0,17.22857142857142
2017-04-30,Franklin,OH,Passenger,0.0,1.0,1.0,125.0,126.0,0.79,2017,4,24208,88,14,74.0,1.0,0.0,25.0,-0.9864864864864865,0.0,291.0,17.45714285714284
2017-05-31,Franklin,MA,Passenger,0.0,1.0,1.0,4.0,5.0,6.9025,2017,5,24209,88,16,72.0,1.0,74.0,49.0,-0.9861111111111112,-0.9864864864864865,364.0,33.91428571428569
2017-05-31,Franklin,OH,Passenger,0.0,1.0,1.0,122.0,123.0,0.81,2017,5,24209,88,18,0.0,1.0,72.0,24.333333333333332,0.0,-0.9861111111111112,365.0,16.999999999999986
2017-06-30,Franklin,OH,Passenger,0.0,1.0,1.0,121.0,122.0,0.82,2017,6,24210,88,19,1.0,0.0,1.0,0.6666666666666666,0.0,0.0,366.0,10.88571428571426
2017-06-30,Franklin,MA,Passenger,0.0,1.0,1.0,4.0,5.0,6.9025,2017,6,24210,88,20,1.0,1.0,0.0,0.6666666666666666,0.0,0.0,367.0,0.7714285714285138
2017-07-31,Franklin,OH,Passenger,0.0,1.0,1.0,118.0,119.0,0.84,2017,7,24211,88,23,0.0,71.0,1.0,24.0,0.0,0.0,439.0,18.771428571428533
2017-07-31,Franklin,MA,Passenger,0.0,1.0,1.0,4.0,5.0,6.9025,2017,7,24211,88,26,0.0,73.0,1.0,24.666666666666668,0.0,0.0,513.0,19.1428571428571
2017-08-31,Franklin,MA,Passenger,0.0,1.0,1.0,4.0,5.0,6.9025,2017,8,24212,88,27,1.0,0.0,73.0,24.666666666666668,0.0,-0.9863013698630136,514.0,17.19999999999996
2017-08-31,Franklin,OH,Passenger,0.0,1.0,1.0,114.0,115.0,0.87,2017,8,24212,88,29,75.0,1.0,1.0,25.666666666666668,-0.9866666666666667,0.0,590.0,17.771428571428526
2017-09-30,Franklin,MA,Passenger,0.0,1.0,1.0,4.0,5.0,6.9025,2017,9,24213,88,32,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,591.0,11.085714285714236
2017-09-30,Franklin,OH,Passenger,0.0,1.0,1.0,111.0,112.0,0.89,2017,9,24213,88,34,77.0,1.0,0.0,26.0,-0.987012987012987,0.0,669.0,17.999999999999957
2017-10-31,Franklin,OH,Passenger,0.0,1.0,1.0,111.0,112.0,0.89,2017,10,24214,88,35,1.0,77.0,1.0,26.333333333333332,0.0,0.0,670.0,20.39999999999997
2017-10-31,Franklin,MA,Passenger,0.0,1.0,1.0,4.0,5.0,6.9025,2017,10,24214,88,36,1.0,1.0,77.0,26.333333333333332,0.0,-0.987012987012987,671.0,18.37142857142852
2017-11-30,Franklin,MA,Passenger,0.0,1.0,1.0,4.0,5.0,6.9025,2017,11,24215,88,40,79.0,80.0,0.0,53.0,-0.9873417721518988,0.0,831.0,38.91428571428567
2017-11-30,Franklin,OH,Passenger,0.0,1.0,1.0,108.0,109.0,0.92,2017,11,24215,88,41,1.0,79.0,80.0,53.333333333333336,0.0,-0.9875,832.0,38.97142857142853
2017-12-31,Franklin,MA,Passenger,0.0,1.0,1.0,4.0,5.0,6.9025,2017,12,24216,88,45,80.0,0.0,0.0,26.666666666666668,-0.9875,0.0,913.0,18.57142857142847
2017-12-31,Franklin,OH,Passenger,0.0,1.0,1.0,107.0,108.0,0.93,2017,12,24216,88,46,1.0,80.0,0.0,27.0,0.0,0.0,914.0,20.942857142856987
2018-01-31,Franklin,OH,Passenger,0.0,1.0,1.0,109.0,110.0,0.91,2018,1,24217,88,47,1.0,1.0,80.0,27.333333333333332,0.0,-0.9875,915.0,18.914285714285636
2018-01-31,Franklin,MA,Passenger,0.0,1.0,1.0,3.0,4.0,6.9025,2018,1,24217,88,49,82.0,1.0,1.0,28.0,-0.9878048780487805,0.0,998.0,19.51428571428562
2018-02-28,Franklin,MA,Passenger,0.0,1.0,1.0,3.0,4.0,6.9025,2018,2,24218,88,53,83.0,0.0,0.0,27.666666666666668,-0.9879518072289156,0.0,1082.0,19.257142857142757
2018-03-31,Franklin,MA,Passenger,0.0,1.0,1.0,2.0,3.0,6.9025,2018,3,24219,88,54,1.0,83.0,0.0,28.0,0.0,0.0,1083.0,21.71428571428568
2018-04-30,Franklin,MA,Passenger,0.0,1.0,1.0,2.0,3.0,6.9025,2018,4,24220,88,59,0.0,96.0,0.0,32.0,0.0,0.0,1269.0,37.542857142857045
2018-05-31,Franklin,MA,Passenger,0.0,1.0,1.0,2.0,3.0,6.9025,2018,5,24221,88,61,101.0,1.0,0.0,34.0,-0.9900990099009901,0.0,1371.0,37.19999999999987
2018-06-30,Franklin,MA,Passenger,0.0,1.0,1.0,1.0,2.0,6.9025,2018,6,24222,88,65,0.0,105.0,0.0,35.0,0.0,0.0,1477.0,27.28571428571416
2018-07-31,Franklin,MA,Passenger,0.0,1.0,1.0,1.0,2.0,6.9025,2018,7,24223,88,67,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,1478.0,15.39999999999988
2018-08-31,Franklin,MA,Passenger,0.0,1.0,1.0,1.0,2.0,6.9025,2018,8,24224,88,69,104.0,1.0,0.0,35.0,-0.9903846153846154,0.0,1583.0,24.314285714285568
2018-09-30,Franklin,MA,Passenger,0.0,1.0,1.0,1.0,2.0,6.9025,2018,9,24225,88,73,0.0,101.0,0.0,33.666666666666664,0.0,0.0,1685.0,26.257142857142743
2018-10-31,Franklin,MA,Passenger,0.0,1.0,1.0,1.0,2.0,6.9025,2018,10,24226,88,77,0.0,101.0,102.0,67.66666666666667,0.0,-0.9901960784313726,1889.0,49.5714285714285
2018-11-30,Franklin,MA,Passenger,0.0,1.0,1.0,1.0,2.0,6.9025,2018,11,24227,88,79,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,1890.0,14.828571428571184
2018-12-31,Franklin,MA,Passenger,0.0,1.0,1.0,1.0,2.0,6.9025,2018,12,24228,88,81,102.0,1.0,0.0,34.333333333333336,-0.9901960784313726,0.0,1993.0,23.857142857142577
2019-01-31,Franklin,MA,Passenger,0.0,1.0,1.0,1.0,2.0,6.9025,2019,1,24229,88,84,0.0,111.0,1.0,37.333333333333336,0.0,0.0,2105.0,43.48571428571417
2019-02-28,Franklin,MA,Passenger,0.0,1.0,1.0,1.0,2.0,6.9025,2019,2,24230,88,89,0.0,120.0,117.0,79.0,0.0,-0.9914529914529915,2343.0,57.74285714285691
2019-03-31,Franklin,MA,Passenger,0.0,1.0,1.0,1.0,2.0,6.9025,2019,3,24231,88,92,0.0,120.0,1.0,40.333333333333336,0.0,0.0,2464.0,31.228571428571154
2019-04-30,Franklin,MA,Passenger,0.0,1.0,1.0,1.0,2.0,6.9025,2019,4,24232,88,95,120.0,0.0,1.0,40.333333333333336,-0.9916666666666667,0.0,2585.0,27.79999999999981
2019-05-31,Franklin,MA,Passenger,0.0,1.0,1.0,1.0,2.0,6.9025,2019,5,24233,88,96,1.0,120.0,0.0,40.333333333333336,0.0,0.0,2586.0,31.371428571428183
2019-06-30,Franklin,MA,Passenger,0.0,1.0,1.0,1.0,2.0,6.9025,2019,6,24234,88,99,0.0,122.0,1.0,41.0,0.0,0.0,2709.0,31.885714285713863
2019-07-31,Franklin,MA,Passenger,0.0,1.0,1.0,1.0,2.0,6.9025,2019,7,24235,88,104,0.0,124.0,122.0,82.0,0.0,-0.9918032786885246,2956.0,59.91428571428542
2019-08-31,Franklin,MA,Passenger,0.0,1.0,1.0,1.0,2.0,6.9025,2019,8,24236,88,105,1.0,0.0,124.0,41.666666666666664,0.0,-0.9919354838709677,2957.0,46.14285714285675
2019-09-30,Franklin,MA,Passenger,0.0,1.0,1.0,1.0,2.0,6.9025,2019,9,24237,88,109,0.0,0.0,123.0,41.0,0.0,-0.991869918699187,3081.0,28.399999999999714
2019-10-31,Franklin,MA,Passenger,0.0,1.0,1.0,1.0,2.0,6.9025,2019,10,24238,88,113,0.0,129.0,124.0,84.33333333333333,0.0,-0.9919354838709677,3335.0,61.79999999999967
2019-11-30,Franklin,MA,Passenger,0.0,1.0,1.0,1.0,2.0,6.9025,2019,11,24239,88,115,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,3336.0,18.828571428571184
2017-12-31,Frederick,MD,Passenger,0.0,1.0,1.0,88.0,89.0,1.12,2017,12,24216,89,5,1.0,1.0,1.0,1.0,0.0,0.0,6.0,1.0000000000000002
2018-01-31,Frederick,MD,Passenger,0.0,1.0,1.0,90.0,91.0,1.1,2018,1,24217,89,6,1.0,1.0,1.0,1.0,0.0,0.0,7.0,1.0
2018-02-28,Frederick,MD,Passenger,0.0,1.0,1.0,90.0,91.0,1.1,2018,2,24218,89,7,1.0,1.0,1.0,1.0,0.0,0.0,8.0,1.0
2018-03-31,Frederick,MD,Passenger,0.0,1.0,1.0,87.0,88.0,1.14,2018,3,24219,89,8,1.0,1.0,1.0,1.0,0.0,0.0,9.0,1.0000000000000002
2018-04-30,Frederick,MD,Passenger,0.0,1.0,1.0,86.0,87.0,1.15,2018,4,24220,89,9,1.0,1.0,1.0,1.0,0.0,0.0,10.0,0.9999999999999997
2018-05-31,Frederick,MD,Passenger,0.0,1.0,1.0,86.0,87.0,1.15,2018,5,24221,89,10,1.0,1.0,1.0,1.0,0.0,0.0,11.0,0.9999999999999999
2018-06-30,Frederick,MD,Passenger,0.0,1.0,1.0,85.0,86.0,1.16,2018,6,24222,89,11,1.0,1.0,1.0,1.0,0.0,0.0,12.0,0.9999999999999997
2018-07-31,Frederick,MD,Passenger,0.0,1.0,1.0,86.0,87.0,1.15,2018,7,24223,89,12,1.0,1.0,1.0,1.0,0.0,0.0,13.0,0.9999999999999999
2018-08-31,Frederick,MD,Passenger,0.0,1.0,1.0,85.0,86.0,1.16,2018,8,24224,89,13,1.0,1.0,1.0,1.0,0.0,0.0,14.0,0.9999999999999991
